fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,Symbol
2017-12-31,USD,70786000000,21223000000,9303000000,9789000000,1605000000,2042000000,49563000000,2803000000,5268000000,43344000000,27559000000,15785000000,2528000000,2090000000,486000000,4741000000,1326000000,65689000000,16641000000,1474000000,None,6415000000,400000000,46558000000,None,30953000000,6015000000,None,400000000,8752000000,1241000000,5097000000,11923000000,5459000000,18000000,1596000000,ABBV
2017-09-30,USD,68840000000,18930000000,8446000000,9554000000,1785000000,4891000000,49910000000,2697000000,5197000000,43915000000,28167000000,15748000000,2532000000,1971000000,1108000000,2700000000,1327000000,62153000000,13033000000,None,None,3821000000,800000000,42973000000,None,33974000000,3021000000,None,800000000,197000000,8999000000,6687000000,11419000000,6547000000,18000000,1597000000,ABBV
2017-06-30,USD,66994000000,16962000000,6088000000,7205000000,1582000000,4859000000,50032000000,2657000000,5129000000,44018000000,28366000000,15652000000,2608000000,2052000000,1117000000,3316000000,1305000000,60985000000,12259000000,None,None,3420000000,400000000,42335000000,None,33817000000,3020000000,None,400000000,128000000,8518000000,6009000000,11427000000,5951000000,18000000,1595000000,ABBV
2017-03-31,USD,65664000000,15547000000,4740000000,6248000000,1427000000,4677000000,50117000000,2612000000,4984000000,44119000000,28629000000,15490000000,2555000000,2123000000,1508000000,3195000000,1263000000,60666000000,8844000000,None,None,425000000,400000000,45025000000,None,36526000000,25000000,None,400000000,55000000,8499000000,4998000000,11430000000,5063000000,18000000,1597000000,ABBV
2016-12-31,USD,66099000000,16187000000,5100000000,6423000000,1444000000,-72000000,49912000000,2604000000,4922000000,44313000000,28897000000,15416000000,2050000000,1783000000,1323000000,3562000000,1212000000,61463000000,9781000000,1407000000,None,402000000,377000000,44792000000,None,36440000000,25000000,None,377000000,7972000000,1160000000,4636000000,10852000000,4378000000,18000000,1616000000,ABBV
2021-09-30,USD,1530034000,871487000,241882000,241882000,85986000,89568000,706358000,197184000,93226000,161940000,83774000,78166000,55418000,327493000,408677000,45374000,128181000,145471000,114022000,27621000,24100000,None,None,34751000,None,None,None,None,None,5579000,8303000,1384563000,300158000,858435000,455000,45496563,ABMD
2021-06-30,USD,1458394000,729873000,175454000,175454000,83661000,88645000,777317000,198234000,88027000,164008000,85008000,79000000,55418000,281776000,347577000,34536000,122643000,150872000,113123000,29807000,24094000,None,None,41283000,None,None,None,None,None,2760000,11314000,1307522000,297619000,801482000,454000,45377715,ABMD
2021-03-31,USD,1494359000,787965000,232710000,232710000,81059000,97179000,782403000,197129000,81353000,190618000,112050000,78568000,62995000,264085000,350985000,26032000,113082000,164684000,128969000,34842000,24322000,None,None,39372000,None,None,None,None,None,3759000,10162000,1329675000,288030000,828007000,453000,45270948,ABMD
2020-12-31,USD,1428434000,693691000,181018000,181018000,82448000,92990000,815778000,179364000,76361000,193654000,113954000,79700000,62995000,301315000,305434000,31801000,109813000,166993000,120400000,23594000,21300000,None,None,54203000,None,None,None,None,None,3854000,16974000,1261441000,287896000,771151000,452000,45224596,ABMD
2020-09-30,USD,1327974000,716621000,202241000,202241000,83209000,80909000,622374000,175582000,69485000,121017000,42895000,78122000,39041000,202613000,330843000,19419000,82594000,145565000,105213000,21734000,21314000,None,None,48159000,None,None,None,None,None,4938000,11684000,1182409000,287654000,709283000,452000,45189883,ABMD
2020-06-30,USD,1249512000,619689000,214827000,214827000,89284000,82084000,641496000,170346000,64124000,119006000,42223000,76783000,38741000,169668000,212536000,20958000,139928000,147664000,110379000,27747000,19903000,None,None,45651000,None,None,None,None,None,4298000,9380000,1101848000,286577000,647070000,450000,45044760,ABMD
2020-03-31,USD,1216462000,635863000,192341000,192341000,90088000,84650000,549054000,164931000,58281000,46913000,14913000,31969000,38741000,207795000,250775000,18009000,117655000,150996000,131885000,32774000,19100000,3671000,None,26854000,None,None,3671000,None,None,4857000,9305000,1065466000,265411000,602482000,451000,45008687,ABMD
2019-12-31,USD,1196611000,636576000,117970000,117970000,91193000,100994000,527335000,162060000,52730000,47805000,15205000,32600000,117036000,2867000,309569000,16850000,135167000,149748000,126259000,31566000,19156000,3115000,None,32173000,None,None,3115000,None,None,3661000,12227000,1046863000,240330000,570683000,451000,45112835,ABMD
2019-09-30,USD,1124348000,647432000,150279000,150279000,90295000,94319000,424896000,157896000,47023000,46527000,14800000,31727000,81836000,3000000,295041000,17498000,99191000,132891000,112229000,31736000,19322000,3264000,None,29301000,None,None,3264000,None,None,3264000,9626000,991457000,214926000,501467000,452000,45238952,ABMD
2019-06-30,USD,1125060000,677365000,101048000,101048000,87726000,86206000,447695000,151654000,43168000,48446000,15411000,33035000,122433000,40032000,385624000,16761000,140820000,122467000,100201000,29688000,None,None,None,22266000,None,None,None,None,None,2379000,11502000,1002593000,179386000,488396000,454000,45374278,ABMD
2019-03-31,USD,1054346000,677197000,121021000,121021000,80942000,90809000,377149000,145005000,39700000,47809000,15208000,32601000,80779000,21718000,370677000,13748000,85115000,117456000,105998000,32185000,16393000,None,None,11458000,None,None,None,None,None,16393000,1061000,936890000,138852000,399473000,451000,45122985,ABMD
2018-12-31,USD,957116000,628728000,84181000,84181000,71808000,88215000,328388000,138455000,36175000,48776000,15516000,33260000,40800000,40800000,373975000,10549000,44707000,105586000,92980000,26179000,None,None,None,12606000,None,None,None,None,None,15080000,1185000,851530000,138289000,325513000,451000,45058049,ABMD
2018-09-30,USD,887165000,561599000,76382000,76382000,63656000,74201000,325566000,134065000,32880000,49449000,15730000,33719000,22300000,None,334064000,13296000,25804000,94211000,81979000,21884000,None,None,None,12232000,None,None,None,None,None,13996000,889000,792954000,136743000,280650000,450000,45038453,ABMD
2018-06-30,USD,812039000,497297000,61288000,61288000,55781000,67511000,314742000,127324000,29603000,49785000,15837000,33948000,13800000,6887000,299228000,13489000,15697000,88680000,76678000,25673000,None,None,None,12002000,None,None,None,None,None,12075000,815000,723359000,134674000,230523000,449000,44876271,ABMD
2018-03-31,USD,786375000,494271000,42975000,362249000,50204000,70010000,329606000,117167000,27859000,52513000,16705000,35808000,391971000,37502000,319274000,11808000,14176000,96851000,84682000,23565000,14970000,None,None,12169000,None,None,None,None,None,14970000,776000,689524000,67078000,140457000,444000,44375337,ABMD
2017-12-31,USD,719602000,422198000,50502000,301253000,46891000,64862000,346889000,107977000,24629000,51055000,16241000,34814000,312836000,49485000,250751000,9192000,13686000,87120000,75353000,21991000,11797000,None,None,11767000,None,None,None,None,None,11797000,466000,632482000,66622000,103610000,443000,44271905,ABMD
2017-09-30,USD,694653000,370170000,44536000,263197000,40632000,57327000,380437000,97697000,26235000,50348000,16016000,34332000,287215000,55954000,218661000,9014000,13686000,89767000,63358000,16667000,10584000,851000,851000,26409000,15110000,15110000,851000,None,15961000,10584000,598000,604886000,65999000,90164000,442000,44200784,ABMD
2017-06-30,USD,652217000,350915000,43970000,251411000,36926000,53557000,338971000,92804000,23040000,48686000,15487000,33199000,252710000,37669000,207441000,9021000,8686000,85173000,59005000,12784000,9697000,829000,829000,26168000,15325000,15325000,829000,None,16154000,9697000,588000,567044000,64567000,65661000,441000,44080941,ABMD
2017-03-31,USD,550414000,326958000,39040000,229948000,34931000,54055000,270599000,87777000,19952000,45527000,14482000,31045000,245251000,47143000,190908000,8024000,8286000,98343000,69617000,20620000,10495000,799000,799000,28726000,15539000,15539000,799000,None,16338000,10495000,3251000,452071000,46763000,-46959000,437000,43673286,ABMD
2016-12-31,USD,500964000,333419000,61069000,240709000,32053000,50178000,185785000,60909000,18439000,44819000,14257000,30562000,197880000,18240000,179640000,10479000,4570000,83584000,58871000,14558000,9004000,770000,770000,24713000,15750000,15750000,770000,None,16520000,9004000,17000,417380000,46556000,-61858000,435000,43507808,ABMD
2021-11-30,USD,43674743000,18621652000,5637117000,5644085000,None,10032721000,25053091000,1654065000,2466716000,14341352000,1945448000,12395904000,287019000,325714000,6968000,1857166000,2690227000,23321544000,15232007000,2210163000,4707707000,9089000,738285000,7504078000,None,55884000,None,None,794169000,663246000,562928000,20353199000,4079625000,15110688000,72000,632280932,ACN
2021-08-31,USD,43175843000,19666511000,8168174000,8172468000,None,8796992000,23509332000,1639105000,2412449000,12836799000,1710938000,11125861000,378093000,329526000,4294000,1765831000,2455412000,23646389000,15708867000,2274057000,4929257000,12080000,65553000,7369862000,3441081000,0,12080000,None,65553000,668583000,553839000,19529454000,3408491000,13988748000,72000,633546144,ACN
2021-05-31,USD,42124884000,21144858000,10009380000,10013813000,None,8637841000,20980026000,1538778000,2552204000,10361122000,1216809000,9144313000,344411000,327497000,4433000,1657604000,1843553000,22782039000,14929559000,1926910000,4929647000,9157000,742728000,7301361000,3377080000,61629000,9157000,None,3447866000,729499000,545994000,19342845000,4639423000,15004281000,72000,635203753,ACN
2021-02-28,USD,39985401000,19560720000,9166578000,9170096000,None,7986153000,20424681000,1500781000,2522213000,9960665000,1208546000,8752119000,263753000,306162000,3518000,1665232000,1781015000,21677374000,14090668000,1740395000,4866818000,9040000,742122000,7052306000,3406027000,59323000,9040000,None,3474390000,693839000,514221000,18308027000,3913917000,14035805000,72000,635993980,ACN
2020-11-30,USD,38268311000,18626094000,8594003000,8677151000,None,7799770000,19642217000,1506825000,2414951000,9208396000,1080985000,8127411000,370795000,298906000,83148000,1401232000,1669818000,20361810000,12819099000,1513442000,4193048000,8925000,741803000,7022996000,3360063000,59881000,8925000,None,3428869000,707072000,594833000,17906501000,3163841000,13276702000,72000,634271482,ACN
2020-08-31,USD,37078593000,17749756000,8415330000,8509639000,None,7192110000,19328837000,1545568000,2313731000,8739038000,1029218000,7709820000,369966000,324514000,94309000,1393225000,1646018000,20078057000,12662590000,1349874000,4327672000,7820000,61872000,6916830000,3423641000,0,7820000,None,61872000,712197000,534421000,17000536000,2565761000,12375533000,72000,635887742,ACN
2020-05-31,USD,35057319000,16146236000,6442261000,6445937000,None,7677366000,18911083000,1445183000,2238805000,8366600000,1032006000,7334594000,59781000,270984000,3676000,1354698000,1638024000,19042713000,11828281000,1405977000,4175342000,8697000,747339000,6745393000,3443182000,60342000,738642000,None,807681000,604037000,405544000,16014606000,3085444000,12565857000,72000,636146240,ACN
2020-02-29,USD,33503430000,15405293000,5436456000,5440099000,None,7785957000,18098137000,1425432000,2191823000,7606811000,908121000,6698690000,140169000,284261000,3643000,1447245000,1506327000,18028841000,11177575000,1526135000,4223647000,6697000,744478000,6405049000,3390329000,13183000,737781000,None,757661000,840243000,265616000,15474589000,2571256000,11867507000,72000,637485626,ACN
2019-11-30,USD,33170712000,15606104000,5810537000,5813840000,None,7908781000,17564608000,1386440000,2096462000,7129311000,829307000,6300004000,98125000,278765000,3303000,1214878000,1394191000,18003574000,11199408000,1581112000,3571825000,3698000,714485000,6370096000,3362438000,15935000,710787000,None,730420000,817239000,282251000,15167138000,1977391000,11236275000,72000,635722309,ACN
2019-08-31,USD,29789880000,15450601000,6126853000,6130166000,None,7467338000,14339279000,1391166000,1956029000,7046329000,840779000,6205550000,88811000,240313000,3313000,9320435000,5528239000,15380872000,11061896000,1646641000,3754059000,6411000,6411000,3900293000,None,16247000,6411000,None,22658000,504751000,3185590000,14409008000,1388376000,10421538000,72000,637049388,ACN
2019-05-31,USD,28156360000,14141660000,4769158000,4772496000,None,7544573000,14014700000,1341548000,2074736000,6922659000,843843000,6078816000,131648000,235286000,3338000,1235017000,1431695000,14419036000,10551987000,1562995000,None,4137000,4137000,3461415000,None,19855000,4137000,None,23992000,754266000,425554000,13737324000,3761010000,11709317000,72000,637831341,ACN
2019-02-28,USD,27390208000,13833300000,4464889000,4468000000,None,7579589000,13556908000,1282765000,2027164000,6514739000,731883000,5782856000,32656000,229085000,3111000,1213889000,1280128000,14053175000,10219049000,1472130000,None,4365000,4365000,3442614000,None,19753000,4365000,None,24118000,835431000,437285000,13337033000,3357665000,11421964000,72000,638639729,ACN
2018-11-30,USD,26706412000,13540408000,4363790000,4366906000,None,7450798000,13166004000,1243268000,1928809000,6219615000,696928000,5522687000,80782000,231980000,3116000,1150445000,1219542000,14027556000,10176335000,1355538000,None,4727000,4727000,3474509000,None,19896000,4727000,None,24623000,809765000,423288000,12678856000,2748448000,10384064000,72000,638877445,ACN
2018-08-31,USD,24449083000,13585559000,5061360000,5064552000,None,4996454000,10863524000,1264020000,1862098000,6070122000,687110000,5383012000,23599000,215532000,3192000,1024639000,1185993000,14084330000,10151751000,1348802000,3455806000,5337000,25013000,3572744000,None,0,5337000,None,25013000,892873000,441723000,10364753000,2116948000,7952000000,72000,640575241,ACN
2018-05-31,USD,23250793000,12336872000,3928845000,3932106000,None,4986652000,10913921000,1228946000,2028174000,5963532000,688239000,5275293000,29766000,208557000,3261000,958067000,1160086000,13453468000,9553596000,1388989000,3380139000,2840000,2840000,3544461000,None,25958000,2840000,None,28840000,508980000,399497000,9797325000,3201012000,8296830000,72000,639217344,ACN
2018-02-28,USD,23132979000,12284948000,3595079000,3598497000,None,5030698000,10848031000,1196195000,2042405000,6015022000,728825000,5286197000,101776000,218509000,3418000,1175150000,1231826000,13450292000,9367912000,1367464000,3587283000,2914000,2914000,3326641000,None,25923000,2914000,None,28914000,496003000,389585000,9682687000,2552028000,8149090000,71000,617854667,ACN
2017-11-30,USD,22974153000,12303841000,3681711000,3682393000,None,4981084000,10670312000,1158960000,1964127000,5770683000,692179000,5078504000,199439000,227189000,682000,1163493000,1189653000,13872023000,9863026000,1316930000,3182899000,2979000,2979000,3217690000,None,22226000,2979000,None,24979000,411047000,358837000,9102130000,2046811000,7339188000,71000,615835525,ACN
